"CSIScontractID","SumOfnumberOfActions","SumofObligatedAmount","SumOfbaseandexercisedoptionsvalue","Sumofbaseandalloptionsvalue","StartFiscal_Year","maxoffiscal_year","IsIDV","idvpiid","piid","ContractLabelID","hyphenatedIDVpiid","CSISidvpiidID","IsPerformanceBasedLogistics","ContractingAgencyID","ContractingOfficeID","MajorCommandID","FundingAgencyID","FundingOfficeID","TypeOfContractPricing","systemequipmentcode","statutoryexceptiontofairopportunity","extentcompeted","IsSomeCompetition","IsFullAndOpen","IsCostBased","IsFixedPrice","IsIncentive","contractactiontype","ObligatedAmount","MinOfEffectiveDate","MaxOfEffectiveDate","ChangeOrderObligatedAmount","ChangeOrderBaseAndExercisedOptionsValue","ChangeOrderBaseAndAllOptionsValue","NewWorkObligatedAmount","NewWorkBaseAndExercisedOptionsValue","NewWorkBaseAndAllOptionsValue","SumOfUnmodifiedobligatedAmount","SumOfUnmodifiedbaseandexercisedoptionsvalue","SumOfUnmodifiedbaseandalloptionsvalue","UnmodifiedNumberOfOffersReceived","IsClosed","IsModified","IsTerminated","SumOfisChangeOrder","MaxOfisChangeOrder","SumOfisNewWork","MaxOfisNewWork"
7961532,322,13144202020,0,0,2005,2013,0,"","W56HZV05C0724",NA,"",23356,"","2100","W56HZV",NA,NA,NA,"","301","","C",NA,NA,NA,"False",NA,NA,13144202020,"2005-09-23 00:00:00.0000000","2012-12-21 00:00:00.0000000",437836398,0,0,507963955,0,0,219245691,0,0,NA,1,1,1,57,1,90,1
17746025,1,56100,0,0,2006,2006,1,"GS35F0409J","FA520506F8001",NA,"",45335,"","5700","FA5205",NA,NA,NA,"NO","000","","A",NA,NA,NA,"",NA,NA,56100,"2006-09-05 00:00:00.0000000","2006-09-05 00:00:00.0000000",0,0,0,0,0,0,56100,0,0,1,0,0,0,0,0,0,0
2952536,2,3e+05,0,0,2004,2004,0,"","N0001404C0028",NA,"",23356,"","1700","E612A",NA,NA,NA,"U","000","","D",NA,NA,NA,"False",NA,NA,3e+05,"2003-11-25 00:00:00.0000000","2004-09-30 00:00:00.0000000",0,0,0,150000,0,0,150000,0,0,NA,0,1,0,0,0,1,1
19444232,25,8701781.37,8757861,8757861,2011,2013,1,"N6893610D0035","0002",NA,"",408148,"","1700","N68936",NA,NA,NA,"U","000","FAIR","A",NA,NA,NA,"False",NA,NA,8701781.37,"2010-12-20 00:00:00.0000000","2013-02-22 00:00:00.0000000",0,0,0,1194000,-1053340,-1053340,1320000,9811201,9811201,NA,0,1,0,0,0,5,1
9887058,8,6067512.33,0,0,2005,2011,1,"F3365799D2050","SD06",NA,"",65997,"","","",NA,NA,NA,"U","000","","C",NA,NA,NA,"False",NA,NA,6067512.33,"2004-12-30 00:00:00.0000000","2011-05-20 00:00:00.0000000",0,0,0,0,0,0,3500000,0,0,NA,0,1,0,0,0,0,0
18250170,16,283605.84,283605.84,283605.84,2012,2012,1,"HDEC0206D0004","1211",NA,"",163298,"","97AZ","HDEC02",NA,NA,NA,"J","000","","D",NA,NA,NA,"True",NA,NA,283605.84,"2011-11-01 00:00:00.0000000","2011-11-01 00:00:00.0000000",0,0,0,0,0,0,283605.84,283605.84,283605.84,7,0,0,0,0,0,0,0
2349794,31,8317776.58,0,0,2004,2010,0,"","HQ042204C0001",NA,"",23356,"","97BZ","",NA,NA,NA,"","000","","D",NA,NA,NA,"False",NA,NA,8317776.58,"2004-03-31 00:00:00.0000000","2010-07-15 00:00:00.0000000",-963553,0,0,7338050,0,0,1690609,0,0,NA,0,1,0,7,1,5,1
482856,1587,14634267720.8,9608799698.84,9608799698.84,2001,2013,0,"","DAAE0701CS001",NA,"",23356,"","2100","",NA,NA,NA,"","000","","C",NA,NA,NA,"",NA,NA,14634267720.8,"2000-11-06 00:00:00.0000000","2013-09-11 00:00:00.0000000",104712239.47,94336.53,94336.53,14251209665.23,9609394660.39,9609394660.39,1.92e+08,0,0,NA,1,1,1,27,1,1214,1
24540099,103,6324530809.23,6324530809.23,6324530809.23,2009,2013,1,"W52P1J07D0007","0004",NA,"",225891,"","2100","W52P1J",NA,NA,NA,"R","000","FAIR","A",NA,NA,NA,"False",NA,NA,6324530809.23,"2009-07-07 00:00:00.0000000","2013-09-27 00:00:00.0000000",1065427308.14,1065427308.14,1065427308.14,2161978001.9,2161978001.9,2161978001.9,7.5e+07,7.5e+07,7.5e+07,NA,0,1,0,17,1,23,1
24542934,20,310833847.3013,310833847.3013,310833847.3013,2012,2013,1,"W52P1J12D0078","0001",NA,"",21096,"","2100","W52P1J",NA,NA,NA,"K","000","","A",NA,NA,NA,"True",NA,NA,310833847.3013,"2012-10-01 00:00:00.0000000","2013-09-25 00:00:00.0000000",0,0,0,177556620.5313,177556620.5313,177556620.5313,78631498.77,78631498.77,78631498.77,NA,0,1,0,0,0,17,1
7989677,86,5199110166.9418,5199110166.9418,6847322064.8515,2012,2013,0,"","W58RGZ12C0008",NA,"",23356,"","2100","W58RGZ",NA,NA,NA,"J","000","","C",NA,NA,NA,"True",NA,NA,5199110166.9418,"2012-06-06 00:00:00.0000000","2013-09-16 00:00:00.0000000",12589910.52,12589910.52,15580908.3594,833693891.4218,833693891.4218,-1697908980.5079,2827576695,2827576695,8529650137,NA,0,1,0,29,1,50,1
9861969,15,42293265,42293265,42293265,2009,2010,1,"F1962803D0019","0076",NA,"",367383,"","5700","FA8728",NA,NA,NA,"","000","FAIR","A",NA,NA,NA,"",NA,NA,42293265,"2008-11-29 00:00:00.0000000","2009-11-25 00:00:00.0000000",0,0,0,14054366,14054366,14054366,28238899,28238899,28238899,NA,0,1,0,0,0,8,1
2962584,1456,3405711477,0,0,2002,2013,0,"","N0002402C2303",NA,"",23356,"","1700","",NA,NA,NA,"","","","D",NA,NA,NA,"",NA,NA,3405711477,"2002-08-01 00:00:00.0000000","2100-03-04 00:00:00.0000000",198396795,0,0,39199264,0,0,4.64e+08,0,0,NA,0,1,0,967,1,240,1
1148136,624,7962244074.615,1949825135.6,1934103508.6,2000,2013,0,"","F0470195C0017",NA,"",23356,"","","",NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,7962244074.615,"1999-10-01 00:00:00.0000000","2013-09-30 00:00:00.0000000",196398815,53199195,53199195,395661206,1447344666,1434696992,0,0,0,0,0,1,0,48,1,222,1
1403645,19,117200000,117200000,158602231.85,2010,2013,0,"","FA852210C0002",NA,"",23356,"","5700","",NA,NA,NA,"J","000","","G",NA,NA,NA,"True",NA,NA,117200000,"2009-12-14 00:00:00.0000000","2013-01-25 00:00:00.0000000",0,0,0,29573022.75,29573022.75,29573022.75,59146045.5,59146045.5,118292091,NA,0,1,0,0,0,6,1
24595317,6,10629938.335,10629938.335,10857005.46,2009,2013,1,"W81XWH08D0011","0010",NA,"",279983,"","2100","W81XWH",NA,NA,NA,"","000","FAIR","A",NA,NA,NA,"False",NA,NA,10629938.335,"2009-02-27 00:00:00.0000000","2013-01-11 00:00:00.0000000",0,0,0,8919821.955,8919821.955,3355378.61,1710116.38,1710116.38,7501626.85,0,0,1,0,0,0,5,1
1416590,40,3110715367.3866,4395980362.75,36395980362.75,2011,2013,0,"","FA862511C6600",NA,"",23356,"","5700","",NA,NA,NA,"L","379","","A",NA,NA,NA,"True",NA,NA,3110715367.3866,"2011-02-24 00:00:00.0000000","2013-09-24 00:00:00.0000000",0,0,0,3100900155.085,2123184.75,2123184.75,2e+06,4393857178,36393857178,NA,0,1,0,1,1,32,1
1454890,1233,793967802,0,0,2000,2000,0,"","FXXXXX00XXXXX",NA,"",23356,"","5700","WA01",NA,NA,NA,"S","3000","","",NA,NA,NA,"False",NA,NA,793967802,"1999-10-01 00:00:00.0000000","1999-10-01 00:00:00.0000000",0,0,0,0,0,0,794009722,0,0,NA,0,1,0,0,0,0,0
25853834,4,7297759.5,7297759.5,7297759.5,2013,2013,1,"M6785409D3001","0006",NA,"",124990,"","1700","M67854",NA,NA,NA,"J","000","","D",NA,NA,NA,"True",NA,NA,7297759.5,"2013-02-22 00:00:00.0000000","2013-06-11 00:00:00.0000000",0,0,0,0,0,0,7297759.5,7297759.5,7297759.5,NA,0,1,0,0,0,0,0
8255962,82,97416331,102180281.4426,102180281.4426,2008,2013,0,"","W9127S08C0031",NA,"",23356,"","2100","W9127S",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,97416331,"2008-09-25 00:00:00.0000000","2013-09-27 00:00:00.0000000",2271511,2523971,2523971,0,3350139.1926,3350139.1926,93252500,93252500,93252500,NA,0,1,0,9,1,16,1
18801341,26,8019369,8273157,8285805,2009,2013,1,"N0017804D4083","FY03",NA,"",281259,"","1700","N00253",NA,NA,NA,"","000","FAIR","A",NA,NA,NA,"False",NA,NA,8019369,"2008-11-10 00:00:00.0000000","2013-03-29 00:00:00.0000000",0,0,0,1727586,1791830,0,1410145,1410146,7443371,NA,0,1,0,0,0,5,1
24669562,20,128656680.92,138464085.46,381498575.74,2008,2012,1,"W911W408D0013","0001",NA,"",266878,"","","",NA,NA,NA,"2","000","","D",NA,NA,NA,"",NA,NA,128656680.92,"2008-08-15 00:00:00.0000000","2012-08-24 00:00:00.0000000",12588736.57,12588736.57,49413337.39,28636820.67,34541159.6,56628044.96,825500,8281187.03,8281187.03,NA,0,1,0,1,1,3,1
3557065,18,80623152.73,35467338.5,95612947.48,2002,2010,0,"","N6817102C4033",NA,"",23356,"","1700","",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,80623152.73,"2002-06-25 00:00:00.0000000","2010-04-01 00:00:00.0000000",16767476,0,0,39572531.48,29513581.47,1674620.45,0,0,87984570,NA,0,1,0,3,1,7,1
1160777,67,87187177.48,0,0,2002,2013,0,"","F0960402C0011",NA,"",23356,"","","",NA,NA,NA,"","","","C",NA,NA,NA,"",NA,NA,87187177.48,"2001-10-01 00:00:00.0000000","2013-01-17 00:00:00.0000000",0,0,0,39270855,0,0,0,0,0,NA,1,1,0,0,0,40,1
10060095,7,18879216,18879216,18879216,2010,2011,1,"FA810505D0004","0123",NA,"",127938,"","","",NA,NA,NA,"J","181","","C",NA,NA,NA,"True",NA,NA,18879216,"2009-10-14 00:00:00.0000000","2011-06-14 00:00:00.0000000",0,0,0,13060314,13060314,13060314,6530157,6530157,6530157,NA,0,1,0,0,0,2,1
20421039,1,61104211,0,0,2005,2005,1,"SP060005D0509","9071",NA,"",206140,"","97AS","SP0600",NA,NA,NA,"K","000","","D",NA,NA,NA,"True",NA,NA,61104211,"2005-09-13 00:00:00.0000000","2005-09-13 00:00:00.0000000",0,0,0,0,0,0,61104211,0,0,17,0,0,0,0,0,0,0
7933542,4,29469989.87,29469989.87,29469989.87,2008,2010,0,"","W31P4Q08C0336",NA,"",23356,"","2100","W31P4Q",NA,NA,NA,"J","","","A",NA,NA,NA,"True",NA,NA,29469989.87,"2008-04-17 00:00:00.0000000","2009-10-05 00:00:00.0000000",0,0,0,0,0,0,29469989.87,29469989.87,29469989.87,NA,0,1,0,1,1,0,0
9445215,1,517437,0,0,2002,2002,1,"DCA20093D0004","884",NA,"",440392,"","97AK","ZD15",NA,NA,NA,"J","1000","","A",NA,NA,NA,"True",NA,NA,517437,"2002-07-13 00:00:00.0000000","2002-07-13 00:00:00.0000000",0,0,0,0,0,0,517437,0,0,2,0,0,0,0,0,0,0
24817473,3,1995665,1995665,1995665,2009,2010,1,"W912HN09D0011","0002",NA,"",119804,"","2100","W912HN",NA,NA,NA,"J","000","FAIR","D",NA,NA,NA,"True",NA,NA,1995665,"2009-09-09 00:00:00.0000000","2010-07-30 00:00:00.0000000",0,0,0,0,0,0,1990000,1990000,1990000,NA,0,1,0,0,0,0,0
9848638,6,9997951.5375,9997951.5375,9997951.5375,2010,2013,1,"F0960403D0031","0197",NA,"",428271,"","5700","FA8527",NA,NA,NA,"","000","","C",NA,NA,NA,"False",NA,NA,9997951.5375,"2010-09-21 00:00:00.0000000","2013-08-26 00:00:00.0000000",0,0,0,-108.8125,-108.8125,-108.8125,9998060.35,9998060.35,9998060.35,NA,0,1,0,0,0,3,1
2962816,974,8950754709,0,0,2003,2013,0,"","N0002403C2101",NA,"",23356,"","1700","",NA,NA,NA,"","SDN","","C",NA,NA,NA,"",NA,NA,8950754709,"2003-08-14 00:00:00.0000000","2013-12-20 00:00:00.0000000",179118424,0,0,414390164,0,0,1516645004,0,0,NA,0,1,0,524,1,264,1
3642378,119,1119921119,0,0,2002,2006,0,"","NMA10002C0002",NA,"",23356,"","97AB","",NA,NA,NA,"R","","","",NA,NA,NA,"False",NA,NA,1119921119,"2001-12-14 00:00:00.0000000","2006-09-29 00:00:00.0000000",457748733,0,0,79128338,0,0,4e+06,0,0,NA,0,1,0,32,1,13,1
17793820,16,43456592,43456592,43456592,2004,2006,1,"GS35F0554K","DASW0104F0156",NA,"",223776,"","2100","W74V8H",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,43456592,"2003-10-01 00:00:00.0000000","2006-03-23 00:00:00.0000000",10740128,0,0,16044987,26785115,26785115,0,16671477,16671477,NA,0,1,0,8,1,5,1
26296862,1,16564864,16564864,16564864,2013,2013,1,"W15P7T11DG402","0091",NA,"",56843,"","2100","W15P7T",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,16564864,"2012-12-21 00:00:00.0000000","2012-12-21 00:00:00.0000000",0,0,0,0,0,0,16564864,16564864,16564864,1,0,0,0,0,0,0,0
2961395,143,5806990925.1875,6183060673,6187531160,2009,2013,0,"","N0001909C0010",NA,"",23356,"","1700","N00019",NA,NA,NA,"V","198","","C",NA,NA,NA,"False",NA,NA,5806990925.1875,"2009-03-11 00:00:00.0000000","2013-09-26 00:00:00.0000000",0,0,0,4557754570,4803804852,4803804852,2.65e+08,2.65e+08,2.65e+08,NA,0,1,0,0,0,23,1
25224559,399,1162846864,2595016448,2595016448,2013,2013,0,"","N0002413C2108",NA,"",23356,"","1700","",NA,NA,NA,"V","161","","C",NA,NA,NA,"False",NA,NA,1162846864,"2013-03-29 00:00:00.0000000","2016-04-15 00:00:00.0000000",0,0,0,0,0,0,1e+07,2595016448,2595016448,NA,0,1,0,328,1,52,1
1415897,152,7583118871.81,-98984,-98984,2006,2013,0,"","FA861106C2899",NA,"",23356,"","5700","FA8611",NA,NA,NA,"","265","","C",NA,NA,NA,"",NA,NA,7583118871.81,"2005-12-23 00:00:00.0000000","2013-08-28 00:00:00.0000000",228287738.07,0,0,155634151,0,0,387748000,0,0,NA,1,1,0,44,1,54,1
1187163,37,8342163575.49,0,0,2000,2010,0,"","F3365796C2059",NA,"",23356,"","","",NA,NA,NA,"","000","","A",NA,NA,NA,"",NA,NA,8342163575.49,"2000-01-31 00:00:00.0000000","2010-07-12 00:00:00.0000000",775000,0,0,68636758,0,0,0,0,0,0,0,1,0,1,1,9,1
2860599,90,650942408.9303,0,0,2003,2013,0,"","M0002702C0001",NA,"",23356,"","1700","",NA,NA,NA,"","000","","A",NA,NA,NA,"True",NA,NA,650942408.9303,"2002-10-01 00:00:00.0000000","2013-08-07 00:00:00.0000000",19828311.37,0,0,218199778.7303,0,0,53737662,0,0,NA,1,1,0,14,1,13,1
2961514,89,5008486679,5056357321,5059607321,2010,2013,0,"","N0001910C0002",NA,"",23356,"","1700","N00019",NA,NA,NA,"L","198","","C",NA,NA,NA,"True",NA,NA,5008486679,"2010-07-06 00:00:00.0000000","2013-09-27 00:00:00.0000000",255773552,255773552,255773552,3195315987,3874536926,3877786926,5.22e+08,5.22e+08,5.22e+08,NA,0,1,0,2,1,29,1
18665768,1,498600000,0,0,NA,2004,1,"N0002400D6000","6022",NA,"",209658,"","1700","D0232",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,498600000,"2003-10-01 00:00:00.0000000","2003-10-01 00:00:00.0000000",0,0,0,498600000,0,0,0,0,0,0,0,1,0,0,0,1,1
19352282,17,1049907,0,0,2005,2007,1,"N6554004D0027","0009",NA,"",69946,"","1700","N65540",NA,NA,NA,"U","000","FAIR","A",NA,NA,NA,"False",NA,NA,1049907,"2005-07-18 00:00:00.0000000","2007-02-13 00:00:00.0000000",0,0,0,0,0,0,10000,0,0,NA,0,1,0,0,0,0,0
10128273,9,15151177,15151177,15151177,2012,2013,1,"FA920007D0045","0043",NA,"",134489,"","5700","",NA,NA,NA,"","000","","C",NA,NA,NA,"False",NA,NA,15151177,"2012-03-12 00:00:00.0000000","2013-07-02 00:00:00.0000000",0,0,0,4999966,4999966,4999966,10151211,10151211,10151211,NA,0,1,0,0,0,5,1
2969438,61,274124178.03,0,0,2000,2012,0,"","N0003382C1015",NA,"",23356,"","1700","",NA,NA,NA,"","000","","A",NA,NA,NA,"True",NA,NA,274124178.03,"2000-07-03 00:00:00.0000000","2012-03-01 00:00:00.0000000",88292588.26,0,0,46400000,0,0,0,0,0,NA,0,1,0,35,1,3,1
2964259,46,191015747,227235983,227235983,2008,2013,0,"","N0002408C5203",NA,"",23356,"","","",NA,NA,NA,"J","582","","D",NA,NA,NA,"True",NA,NA,191015747,"2008-07-21 00:00:00.0000000","2013-08-20 00:00:00.0000000",11633964,10616464,10616464,143859778,154015655,71884089,29437812,29437812,135945876,NA,0,1,0,2,1,17,1
9294891,17,334054920.71,0,0,2003,2013,1,"DACA7803D0005","0006",NA,"",316985,"","2100","",NA,NA,NA,"U","","URG","",NA,NA,NA,"False",NA,NA,334054920.71,"2003-09-19 00:00:00.0000000","2013-03-26 00:00:00.0000000",334785396.71,0,0,0,0,0,460000,0,0,NA,1,1,0,14,1,0,0
1352022,5,20833274,0,0,2004,2005,0,"","FA810004C0002",NA,"",23356,"","5700","",NA,NA,NA,"J","000","","C",NA,NA,NA,"True",NA,NA,20833274,"2004-09-28 00:00:00.0000000","2005-09-26 00:00:00.0000000",0,0,0,545806,0,0,21250000,0,0,NA,0,1,0,0,0,3,1
9900475,18,35612751.08,35612751.08,35612751.08,2008,2011,1,"F3460197D0424","0254",NA,"",73775,"","","",NA,NA,NA,"Y","000","FAIR","A",NA,NA,NA,"False",NA,NA,35612751.08,"2007-10-01 00:00:00.0000000","2011-05-11 00:00:00.0000000",0,0,0,1444000,1444000,1444000,7819100,7819100,7819100,NA,0,1,0,0,0,2,1
7988597,40,189066374,189066374,189066374,2010,2013,0,"","W58RGZ10C0005",NA,"",23356,"","2100","W58RGZ",NA,NA,NA,"J","000","","C",NA,NA,NA,"True",NA,NA,189066374,"2009-10-16 00:00:00.0000000","2013-08-29 00:00:00.0000000",0,0,0,44134200,44134200,27677062,58496608,58496608,74953746,NA,0,1,0,0,0,16,1
25929534,1,582540.4375,582540.4375,582540.4375,2013,2013,1,"SPM20003D1675","GZ38",NA,"",287612,"","97AS","SPM200",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,582540.4375,"2012-10-29 00:00:00.0000000","2012-10-29 00:00:00.0000000",0,0,0,0,0,0,582540.4375,582540.4375,582540.4375,2,0,0,0,0,0,0,0
2943665,168,807517574.84,0,0,2000,2011,0,"","MDA90694C0003",NA,"",23356,"","9760","",NA,NA,NA,"J","","","",NA,NA,NA,"True",NA,NA,807517574.84,"1999-10-01 00:00:00.0000000","2011-06-22 00:00:00.0000000",42106388,0,0,192308141,0,0,0,0,0,0,1,1,0,61,1,14,1
16648952,2,7868434,0,0,2000,2002,1,"GS23F9814H","DABT6000F2006",NA,"",4641,"","2100","BT60",NA,NA,NA,"NO","1000","","A",NA,NA,NA,"",NA,NA,7868434,"2000-03-13 00:00:00.0000000","2002-04-25 00:00:00.0000000",0,0,0,0,0,0,7868434,0,0,0,0,0,0,0,0,0,0
20153242,3,5540237,0,0,2004,2004,1,"SP030099DZ206","1001",NA,"",21139,"","97AS","013H",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,5540237,"2003-10-03 00:00:00.0000000","2003-10-29 00:00:00.0000000",0,0,0,0,0,0,5616166,0,0,NA,0,1,0,0,0,0,0
1148031,196,574084315.225,521912268.18,1159338253.1,2002,2013,0,"","F0470102C0003",NA,"",23356,"","5700","",NA,NA,NA,"","","","C",NA,NA,NA,"",NA,NA,574084315.225,"2002-08-22 00:00:00.0000000","2013-09-19 00:00:00.0000000",16510989,84567105,84567105,45237310.04,134806233.11,132448371.11,11291146.44,261968122.64,502512528,NA,0,1,0,17,1,59,1
2566942,491,7064595446.7396,10630691256.2696,14713599327.2894,2010,2013,0,"","HT940210C0002",NA,"",23356,"","9760","HT9402",NA,NA,NA,"U","000","","A",NA,NA,NA,"False",NA,NA,7064595446.7396,"2010-05-13 00:00:00.0000000","2013-09-30 00:00:00.0000000",8418239.8203,191878540.5112,304585720.2925,2179210793.9487,10368282949.5334,-2827496651.2981,52504134,52504134,17218484626.07,NA,0,1,0,305,1,46,1
20430039,3,45627750.75,45627750.75,45627750.75,2011,2011,1,"SP060011D0468","B001",NA,"",23056,"","97AS","SP0600",NA,NA,NA,"K","000","","A",NA,NA,NA,"True",NA,NA,45627750.75,"2010-12-17 00:00:00.0000000","2011-06-02 00:00:00.0000000",0,0,0,11552395.37,11552395.37,11552395.37,34075355.38,34075355.38,34075355.38,NA,0,1,0,0,0,2,1
18629547,3,2995671.04,2995671.04,2995671.04,2010,2010,1,"M6785407D1092","0026",NA,"",424490,"","1700","M67854",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,2995671.04,"2009-12-04 00:00:00.0000000","2010-02-23 00:00:00.0000000",-2902.9,-2902.9,-2902.9,0,0,0,2998573.94,2998573.94,2998573.94,NA,0,1,0,2,1,0,0
19775539,1,107006,0,0,2003,2003,1,"SP020000D6800","7245",NA,"",369264,"","97AS","0120",NA,NA,NA,"J","4000","FOO","A",NA,NA,NA,"True",NA,NA,107006,"2003-02-11 00:00:00.0000000","2003-02-11 00:00:00.0000000",0,0,0,0,0,0,107006,0,0,3,0,0,0,0,0,0,0
465386,168,289105573.21,286588090.88,286588090.88,2000,2013,0,"","DAAB0798CA515",NA,"",23356,"","","",NA,NA,NA,"","000","","A",NA,NA,NA,"",NA,NA,289105573.21,"1999-10-20 00:00:00.0000000","2013-09-19 00:00:00.0000000",31243192,0,0,128368177.26,8467945,8467945,0,0,0,0,0,1,0,12,1,51,1
1186583,18,584691469.07,0,0,2000,2011,0,"","F3365700C0013",NA,"",23356,"","","",NA,NA,NA,"","","","C",NA,NA,NA,"",NA,NA,584691469.07,"2000-05-03 00:00:00.0000000","2011-06-27 00:00:00.0000000",65636601,0,0,54189244,0,0,1.14e+08,0,0,NA,0,1,0,7,1,4,1
2965192,13,637437963,652510155,652510155,2012,2013,0,"","N0002412C2106",NA,"",23356,"","1700","N00024",NA,NA,NA,"U","000","","C",NA,NA,NA,"False",NA,NA,637437963,"2011-11-17 00:00:00.0000000","2013-06-21 00:00:00.0000000",0,0,0,354454359,371194832,337162689,140761199,261564863,295597006,NA,0,1,0,0,0,4,1
3632411,12,15762405.34,15762405.34,15762405.34,2009,2011,0,"","N6945009C1757",NA,"",23356,"","1700","N69450",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,15762405.34,"2009-06-03 00:00:00.0000000","2011-07-18 00:00:00.0000000",0,0,0,2792962.34,2792962.34,2792962.34,12969443,12969443,12969443,NA,0,1,0,0,0,6,1
1190808,19,21711128,0,0,2001,2008,0,"","F3465001C0018",NA,"",23356,"","5700","",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,21711128,"2001-06-19 00:00:00.0000000","2008-01-30 00:00:00.0000000",-13421,0,0,1194252,0,0,1302511,0,0,NA,1,1,0,2,1,1,1
19336107,7,3148372.5025,3148372.5,3148372.5,2011,2013,1,"N6523608D5804","0066",NA,"",253773,"","1700","N65236",NA,NA,NA,"U","000","","B",NA,NA,NA,"False",NA,NA,3148372.5025,"2011-06-28 00:00:00.0000000","2013-03-08 00:00:00.0000000",0,0,0,185890.27,537461.08,537461.08,2322783.15,2610911.42,2610911.42,NA,0,1,0,0,0,1,1
7996137,3,4979168,4979168,4979168,2004,2005,0,"","W74V8H04C0030",NA,"",23356,"","2100","W74V8H",NA,NA,NA,"J","000","","C",NA,NA,NA,"True",NA,NA,4979168,"2004-04-16 00:00:00.0000000","2005-04-16 00:00:00.0000000",986960,0,0,1279208,4979168,4979168,2713000,0,0,NA,0,1,0,1,1,1,1
485107,331,7054957180.97,3410955438.96,3410955438.96,2003,2013,0,"","DAAE0703CS023",NA,"",23356,"","2100","",NA,NA,NA,"","","","C",NA,NA,NA,"",NA,NA,7054957180.97,"2003-04-17 00:00:00.0000000","2013-09-20 00:00:00.0000000",409506045.69,52293.66,52293.66,2590792679.43,5583293.49,5583293.49,3494678001.81,3405319851.81,3405319851.81,NA,0,1,0,53,1,190,1
10067795,7,142804490,142804490,142804490,2011,2013,1,"FA820207D0004","0006",NA,"",320836,"","5700","FA8202",NA,NA,NA,"J","102","","A",NA,NA,NA,"True",NA,NA,142804490,"2011-03-08 00:00:00.0000000","2013-09-05 00:00:00.0000000",1487446,1487446,1487446,38884,38884,38884,141278160,141278160,141278160,NA,0,1,0,2,1,1,1
500049,499,3519910529.4904,0,0,2002,2013,0,"","DAAH2302C0006",NA,"",23356,"","","",NA,NA,NA,"","","","",NA,NA,NA,"True",NA,NA,3519910529.4904,"2002-09-26 00:00:00.0000000","2013-09-27 00:00:00.0000000",543322696.21,0,0,784484153.8004,0,0,2.24e+08,0,0,NA,1,1,1,52,1,134,1
9932767,8,3556634.82,3556634.82,3556634.82,2010,2010,1,"F4260001D0027","0221",NA,"",388042,"","5700","FA8217",NA,NA,NA,"","N21","","D",NA,NA,NA,"",NA,NA,3556634.82,"2009-12-30 00:00:00.0000000","2010-09-30 00:00:00.0000000",0,0,0,0,0,0,3171119,3171119,3171119,NA,0,1,0,0,0,0,0
2961411,86,777629857.3125,777781467.0725,778611397.7725,2009,2013,0,"","N0001909C0031",NA,"",23356,"","","",NA,NA,NA,"J","000","","B",NA,NA,NA,"True",NA,NA,777629857.3125,"2009-03-13 00:00:00.0000000","2013-09-20 00:00:00.0000000",2296127,2296127,2296127,44116123.3125,44116123.3125,44425854.3125,665637785,665637785,665637785,NA,0,1,0,1,1,13,1
19044412,1,418990,418990,418990,2012,2012,1,"N4008511D4323","0003",NA,"",221932,"","1700","N40085",NA,NA,NA,"J","000","","F",NA,NA,NA,"True",NA,NA,418990,"2011-10-11 00:00:00.0000000","2011-10-11 00:00:00.0000000",0,0,0,0,0,0,418990,418990,418990,1,0,0,0,0,0,0,0
24563040,112,3453496270.0575,3453496270.0575,3453496270.0575,2009,2013,1,"W56HZV09D0111","0002",NA,"",261924,"","2100","W56HZV",NA,NA,NA,"J","000","FAIR","A",NA,NA,NA,"True",NA,NA,3453496270.0575,"2009-06-30 00:00:00.0000000","2013-09-19 00:00:00.0000000",795820671.1,795820671.1,795820671.1,1601213857.46,1601213857.46,1601213857.46,1055910053,1055910053,1055910053,NA,0,1,0,45,1,41,1
18621535,2,4801200,4801200,4801200,2009,2010,1,"M6700406D0007","0024",NA,"",431848,"","2100","W911QY",NA,NA,NA,"J","000","","C",NA,NA,NA,"True",NA,NA,4801200,"2009-03-25 00:00:00.0000000","2010-04-02 00:00:00.0000000",0,0,0,0,0,0,4327800,4862600,4862600,NA,0,1,0,0,0,0,0
7964282,97,1774411407.9181,1181500633.6,171781479.28,2006,2013,0,"","W56HZV06C0173",NA,"",23356,"","2100","W56HZV",NA,NA,NA,"J","","","C",NA,NA,NA,"True",NA,NA,1774411407.9181,"2005-12-16 00:00:00.0000000","2013-09-20 00:00:00.0000000",15215731.94,0,0,1400538637.905,812621996.09,307762418.93,69333577.29,69333577.29,69333577.29,NA,0,1,0,1,1,78,1
